,user_id,avg_time_difference,avg_time_difference_in_min,avg_time_difference_in_hours,followers_count,retweet_count,sentiment_score,sentiment,extreme_user
2797,760028876126978048,0 days 02:18:18.250000000,138.3,2.305,3395,3106,-1,negative,0
2798,761450374821806080,0 days 00:18:35.250000000,18.58,0.31,18,29,1,positive,1
2799,761831021495083008,0 days 05:16:28.800000000,316.47,5.274,4110,1682,0,neutral,0
2800,762271485406932992,0 days 04:45:37.250000000,285.62,4.76,1952,17,2,positive,0
2801,762284642535895041,0 days 00:41:19.372093023,41.32,0.689,944,41,16,positive,1
2802,762465395705950208,0 days 06:44:40.500000000,404.67,6.744,5559,27,3,positive,0
2803,762520324814544896,0 days 00:00:07.666666666,0.12,0.002,202,24,1,positive,1
2804,762523237125271552,0 days 02:09:27.000000000,129.45,2.158,2054,415,3,positive,0
2805,762544167293681664,0 days 10:18:22.571428571,618.37,10.306,751,525,1,positive,0
2806,762979849187106816,0 days 12:20:50.333333333,740.83,12.347,10867,376,0,neutral,0
2807,763036361460965376,0 days 00:51:05.375000000,51.08,0.851,1169,5,3,positive,1
2808,763187961101967360,0 days 14:14:22.000000000,854.37,14.239,16000,11,0,neutral,0
2809,763192529483358208,0 days 02:50:50.294117647,170.83,2.847,433,24,-3,negative,0
2810,763271638720901121,0 days 06:04:24.000000000,364.4,6.073,687,972,-2,negative,0
2811,763380936293490688,0 days 01:53:20.750000000,113.33,1.889,112,0,0,neutral,0
2812,763653832974925825,0 days 00:00:17.285714285,0.28,0.005,9,94,0,neutral,1
2813,763717549301305345,0 days 01:37:00.750000000,97.0,1.617,79,37,1,positive,0
2814,764150647130292224,0 days 08:40:44.666666666,520.73,8.679,1389,291,1,positive,0
2815,764299201870041089,0 days 06:15:02.333333333,375.03,6.251,412,32,2,positive,0
2816,764335463851106304,0 days 01:20:56.166666666,80.93,1.349,252,4,0,neutral,1
2817,764379657818996737,0 days 12:36:53.333333333,756.88,12.615,14946,56,1,positive,0
2818,764501205292838912,0 days 13:10:58.750000000,790.97,13.183,58,3,-3,negative,0
2819,764508530196054016,0 days 10:10:13.500000000,610.22,10.17,188,45,0,neutral,0
2820,764511795574738944,0 days 06:16:10.666666666,376.17,6.269,347,516,0,neutral,0
2821,764754874424700932,0 days 00:00:04.333333333,0.07,0.001,104,6778,1,positive,1
2822,764762806595887104,0 days 12:22:26.400000000,742.43,12.374,125,234,4,positive,0
2823,764825577887043584,0 days 14:01:44.000000000,841.73,14.029,2784,128,1,positive,0
2824,764850682599989251,0 days 04:01:04.500000000,241.07,4.018,293,40,0,neutral,0
2825,764879884791406592,0 days 00:00:11.500000000,0.18,0.003,21,72,3,positive,1
2826,765025031629991937,0 days 08:47:45.333333333,527.75,8.796,6324,79,1,positive,0
2827,765168511840821248,0 days 00:00:04.500000000,0.07,0.001,101,11,0,neutral,1
2828,765766671827107841,0 days 02:29:26.666666666,149.43,2.491,4708,75,0,neutral,0
2829,765794101140783105,0 days 14:29:00.333333333,869.0,14.483,31,9,0,neutral,0
2830,765934162079518721,0 days 15:31:41.000000000,931.68,15.528,3724,0,0,neutral,0
2831,766407583334854657,0 days 04:10:52.000000000,250.87,4.181,283,21,1,positive,0
2832,767345544901517314,0 days 12:45:17.250000000,765.28,12.755,22307,5,0,neutral,0
2833,767505577320837124,0 days 07:57:45.000000000,477.75,7.963,109,280,1,positive,0
2834,767981235771760641,0 days 06:55:20.250000000,415.33,6.922,1049,243,1,positive,0
2835,767990017608343553,0 days 05:08:22.900000000,308.37,5.139,15,46,0,neutral,0
2836,768270347049263104,0 days 01:52:19.000000000,112.32,1.872,214,793,2,positive,0
2837,769046098782674945,0 days 08:00:12.333333333,480.2,8.003,243,1988,2,positive,0
2838,769105006029144064,0 days 01:32:54.285714285,92.9,1.548,130,44,2,positive,0
2839,769592382119641088,0 days 17:33:45.500000000,1053.75,17.562,1015,5793,1,positive,0
2840,769943520790581248,0 days 00:11:11.382352941,11.18,0.186,338,11,6,positive,1
2841,770027890998116354,0 days 05:41:18.090909090,341.3,5.688,1612,112,3,positive,0
2842,770127206966263808,0 days 01:21:09.666666666,81.15,1.353,218,30,0,neutral,1
2843,770188293044445184,0 days 06:44:22.750000000,404.37,6.739,132,244,2,positive,0
2844,770635400750784512,0 days 01:22:38.777777777,82.63,1.377,118,97,2,positive,1
2845,770651374245806080,0 days 07:04:25.500000000,424.42,7.074,5364,145,1,positive,0
2846,770682160038617088,0 days 11:37:58.333333333,697.97,11.633,540,2653,1,positive,0
2847,770851195636154368,0 days 01:06:23.333333333,66.38,1.106,338,82,0,neutral,1
2848,770925484406411264,0 days 04:08:14.076923076,248.23,4.137,965,230,1,positive,0
2849,771015040526725121,0 days 02:06:03.666666666,126.05,2.101,86,71,0,neutral,0
2850,771374364004589568,0 days 01:03:26.333333333,63.43,1.057,131,1,1,positive,1
2851,771425646270554112,0 days 00:00:05.666666666,0.08,0.001,831,2385,0,neutral,1
2852,771956973130711041,0 days 00:00:29.000000000,0.48,0.008,73,546,-1,negative,1
2853,771972634770833408,0 days 00:25:33.944444444,25.55,0.426,6309,73,4,positive,1
2854,772818298606014465,0 days 17:19:42.000000000,1039.7,17.328,344,265,0,neutral,0
2855,772847252163428356,0 days 05:13:22.625000000,313.37,5.223,154,18,2,positive,0
2856,772871007166083072,0 days 14:05:46.333333333,845.77,14.096,307,1054,0,neutral,0
2857,773464521549709312,0 days 10:48:00.000000000,648.0,10.8,2977,63,0,neutral,0
2858,773495812303257600,0 days 07:51:52.333333333,471.87,7.864,137,289,2,positive,0
2859,773707103294881793,0 days 07:46:15.666666666,466.25,7.771,590,55,2,positive,0
2860,773746975728697349,0 days 00:00:04.666666666,0.07,0.001,7,7,3,positive,1
2861,773890942516559872,0 days 01:48:26.333333333,108.43,1.807,246,2,0,neutral,0
2862,774240510655524864,0 days 17:01:36.000000000,1021.6,17.027,25405,0,0,neutral,0
2863,774445932783992832,0 days 15:57:53.000000000,957.88,15.965,2772,7,0,neutral,0
2864,774827028495204352,0 days 03:13:19.000000000,193.32,3.222,1625,58,2,positive,0
2865,774871038853210113,0 days 20:46:58.000000000,1246.97,20.783,4236,771,0,neutral,0
2866,775507730203156480,0 days 00:01:44.333333333,1.73,0.029,60,0,2,positive,1
2867,775623200613011460,0 days 00:30:46.400000000,30.77,0.513,56,0,2,positive,1
2868,775894981257011200,0 days 00:00:14.000000000,0.23,0.004,277,2040,1,positive,1
2869,775921502642241536,0 days 06:30:38.666666666,390.63,6.511,3664,1426,0,neutral,0
2870,775952233175265280,0 days 00:03:47.000000000,3.78,0.063,251,21,1,positive,1
2871,776342828402167808,0 days 00:00:05.428571428,0.08,0.001,1421,7,2,positive,1
2872,776345294745145344,0 days 12:39:07.750000000,759.12,12.652,143,1,0,neutral,0
2873,776833033664016387,0 days 02:39:33.000000000,159.55,2.659,14,84,1,positive,0
2874,776842634056773632,0 days 09:42:01.000000000,582.02,9.7,2744,476,1,positive,0
2875,777049636469149696,0 days 12:37:38.000000000,757.63,12.627,3936,713,1,positive,0
2876,777357775110365184,0 days 01:31:38.800000000,91.63,1.527,3020,7,5,positive,0
2877,777428154340171776,0 days 08:58:11.666666666,538.18,8.97,200,279,0,neutral,0
2878,777546264426741760,0 days 08:04:42.000000000,484.7,8.078,80,114,2,positive,0
2879,777563797422764032,0 days 15:53:31.333333333,953.52,15.892,4,239,1,positive,0
2880,777774566873690112,0 days 07:00:29.909090909,420.48,7.008,3358,1022,7,positive,0
2881,777775879472680960,0 days 01:26:45.250000000,86.75,1.446,1366,708,1,positive,1
2882,777877726145503232,0 days 04:16:46.285714285,256.77,4.279,910,25,-1,negative,0
2883,777938569285345281,0 days 13:12:21.000000000,792.35,13.206,1643,979,1,positive,0
2884,777959328993030144,0 days 00:00:08.777777777,0.13,0.002,256,3,5,positive,1
2885,778058400500445184,1 days 02:08:17.666666666,1568.28,26.138,212,83,2,positive,0
2886,778396414757867520,0 days 08:25:16.000000000,505.27,8.421,5903,8282,2,positive,0
2887,778626127141056512,0 days 12:48:16.500000000,768.27,12.804,340,6,1,positive,0
2888,778744954050912256,0 days 00:00:06.000000000,0.1,0.002,127,8968,1,positive,1
2889,778883067247259649,0 days 00:10:16.500000000,10.27,0.171,68,167,0,neutral,1
2890,778961564812517376,0 days 02:51:54.444444444,171.9,2.865,73,194,3,positive,0
2891,779147329513332736,0 days 00:32:28.222222222,32.47,0.541,932,27,5,positive,1
2892,779240994923352065,0 days 17:56:28.000000000,1076.47,17.941,1643,2407,-1,negative,0
2893,779244856141082624,0 days 03:55:58.166666666,235.97,3.933,56,468,1,positive,0
2894,779284616981188608,0 days 03:55:21.333333333,235.35,3.922,20494,11,-1,negative,0
2895,779448946817167360,0 days 00:05:45.500000000,5.75,0.096,9,2,1,positive,1
2896,779961593044013056,0 days 01:40:08.400000000,100.13,1.669,518,4783,2,positive,0
2897,780264965223559168,0 days 00:19:46.333333333,19.77,0.329,89180,1749,1,positive,1
2898,780639889314369536,0 days 07:33:50.250000000,453.83,7.564,414,104,0,neutral,0
2899,781499861262671873,0 days 11:48:05.200000000,708.08,11.801,204,941,3,positive,0
2900,781540432115228673,0 days 01:13:51.000000000,73.85,1.231,185,0,6,positive,1
2901,781770123921141760,0 days 09:54:23.333333333,594.38,9.906,1490,11928,1,positive,0
2902,781811982768877568,0 days 20:55:54.333333333,1255.9,20.932,351,0,0,neutral,0
2903,781891881957371905,0 days 12:45:29.333333333,765.48,12.758,164,33,1,positive,0
2904,782204512081764353,0 days 00:39:47.000000000,39.78,0.663,106,71,1,positive,1
2905,782226973829525504,0 days 08:47:27.200000000,527.45,8.791,5045,4604,-1,negative,0
2906,782237781019992064,0 days 04:59:02.090909090,299.03,4.984,232,755,5,positive,0
2907,782334095225479170,0 days 04:58:17.500000000,298.28,4.971,291,40,0,neutral,0
2908,782420852470059008,0 days 00:00:13.500000000,0.22,0.004,61,65,-1,negative,1
2909,782948537692745732,0 days 00:47:28.000000000,47.47,0.791,1170,0,1,positive,1
2910,783013675523186688,0 days 00:01:14.440000000,1.23,0.021,28,13,2,positive,1
2911,783267158985801728,0 days 01:57:31.000000000,117.52,1.959,8,0,0,neutral,0
2912,783287308996993024,0 days 00:00:21.750000000,0.35,0.006,190,82,1,positive,1
2913,783290872066613248,0 days 00:00:21.600000000,0.35,0.006,4,8,2,positive,1
2914,783334482036137984,0 days 07:11:19.833333333,431.32,7.189,1182,11,2,positive,0
2915,783366951871647744,0 days 00:45:58.181818181,45.97,0.766,250,138,1,positive,1
2916,783546742121832448,0 days 14:15:30.333333333,855.5,14.258,745,230,1,positive,0
2917,783989892325998592,0 days 06:05:27.800000000,365.45,6.091,132,711,0,neutral,0
2918,784404921567313920,0 days 10:10:22.400000000,610.37,10.173,227,34,2,positive,0
2919,784664963503628288,0 days 10:23:07.714285714,623.12,10.385,1931,703,1,positive,0
2920,784700769781977088,0 days 01:24:53.130434782,84.88,1.415,47,14,3,positive,1
2921,784718796636422144,0 days 01:45:58.172413793,105.97,1.766,8922,3852,1,positive,0
2922,784761040080863232,0 days 07:23:05.428571428,443.08,7.385,4196,1753,-2,negative,0
2923,784764661484826624,0 days 19:10:09.000000000,1150.15,19.169,396,12,-2,negative,0
2924,784817400181121029,0 days 05:11:56.571428571,311.93,5.199,2837,568,3,positive,0
2925,784968586267799554,0 days 04:48:35.666666666,288.58,4.81,430,11,1,positive,0
2926,785131059126145024,0 days 02:09:21.666666666,129.35,2.156,367,111,1,positive,0
2927,785171596076081152,0 days 17:41:14.000000000,1061.23,17.687,285,93,1,positive,0
2928,785952571928158208,0 days 00:00:05.250000000,0.08,0.001,34,0,0,neutral,1
2929,786076646050856960,0 days 00:01:25.416666666,1.42,0.024,38,64,4,positive,1
2930,786082600448303104,0 days 08:39:31.500000000,519.52,8.659,2338,4604,-1,negative,0
2931,786168745349697536,0 days 06:56:33.750000000,416.55,6.942,8,8869,0,neutral,0
2932,786188879355191296,0 days 09:43:36.333333333,583.6,9.727,424,27,0,neutral,0
2933,786276496868515840,0 days 10:52:22.000000000,652.37,10.873,1811,727,1,positive,0
2934,786583723303137280,0 days 06:54:25.000000000,414.42,6.907,27,21,1,positive,0
2935,786624032665919488,0 days 10:23:08.333333333,623.13,10.386,18866,3,-2,negative,0
2936,786625644008448000,0 days 00:55:51.666666666,55.85,0.931,160,64,1,positive,1
2937,786745695722213377,0 days 00:00:28.666666666,0.47,0.008,85,936,-1,negative,1
2938,786789887873732609,0 days 17:41:12.750000000,1061.2,17.687,259,351,1,positive,0
2939,786877696324231168,0 days 17:23:55.000000000,1043.92,17.399,509,145,1,positive,0
2940,787053480171098112,0 days 00:17:20.515151515,17.33,0.289,185,40,12,positive,1
2941,787139433762095104,0 days 04:40:21.888888888,280.35,4.673,1091,77,2,positive,0
2942,787158086138167296,0 days 10:33:58.750000000,633.97,10.566,592,74,2,positive,0
2943,788342925830656001,0 days 22:37:01.000000000,1357.02,22.617,493,0,0,neutral,0
2944,788410847785787392,0 days 00:02:32.333333333,2.53,0.042,5629,0,2,positive,1
2945,789664315775201280,0 days 00:29:25.400000000,29.42,0.49,801,160,0,neutral,1
2946,789791951793053696,0 days 08:47:14.666666666,527.23,8.787,1300,15,0,neutral,0
2947,789890126704943104,0 days 06:25:19.333333333,385.32,6.422,180,370,0,neutral,0
2948,789981072608100353,0 days 00:05:30.285714285,5.5,0.092,55,8,8,positive,1
2949,790062044779319296,0 days 00:10:28.000000000,10.47,0.174,106,7,3,positive,1
2950,790087712158130176,0 days 11:47:35.500000000,707.58,11.793,1339,99,0,neutral,0
2951,790155604748795904,0 days 00:21:08.000000000,21.13,0.352,1310,93,1,positive,1
2952,790247839041413120,0 days 00:00:29.666666666,0.48,0.008,8,227,3,positive,1
2953,790552076304744449,0 days 06:50:19.500000000,410.32,6.839,28996,3683,1,positive,0
2954,790784923464507393,0 days 00:06:00.750000000,6.0,0.1,52,12,-2,negative,1
2955,790840919075397632,0 days 00:00:59.000000000,0.98,0.016,45,0,0,neutral,1
2956,790897905703854082,0 days 01:42:59.851851851,102.98,1.716,58,106,1,positive,0
2957,790953781936529410,0 days 03:17:40.333333333,197.67,3.294,316,19,1,positive,0
2958,791083544168632320,0 days 14:29:49.600000000,869.82,14.497,1206,49,-1,negative,0
2959,791200409981333504,0 days 14:24:45.666666666,864.75,14.412,123,0,-1,negative,0
2960,791543319738347520,0 days 01:10:47.500000000,70.78,1.18,119,0,1,positive,1
2961,791831177191645184,0 days 03:40:33.500000000,220.55,3.676,1826,37,-2,negative,0
2962,792011495748108288,1 days 00:46:23.666666666,1486.38,24.773,35,0,-1,negative,0
2963,792193670875406336,0 days 01:48:01.200000000,108.02,1.8,529,787,1,positive,0
2964,792381979832360961,0 days 12:23:14.750000000,743.23,12.387,813,1874,0,neutral,0
2965,792685837146128384,0 days 11:13:11.250000000,673.18,11.22,261,39,0,neutral,0
2966,792765908020174848,0 days 00:01:24.666666666,1.4,0.023,26,1,2,positive,1
2967,793818497713213440,0 days 02:59:12.150000000,179.2,2.987,1192,4,2,positive,0
2968,794060654013452288,0 days 10:17:20.600000000,617.33,10.289,313,596,-2,negative,0
2969,794095298347941888,0 days 08:33:41.600000000,513.68,8.561,2707,2761,1,positive,0
2970,794360478927568902,0 days 00:00:00.833333333,0.0,0.0,1705,1,0,neutral,1
2971,794523256036425728,0 days 00:25:04.000000000,25.07,0.418,61,60,0,neutral,1
2972,795306742028664836,0 days 03:43:30.473684210,223.5,3.725,474,392,3,positive,0
2973,795556851823747072,0 days 05:25:30.666666666,325.5,5.425,499,1714,-2,negative,0
2974,795659406201405440,0 days 15:04:24.666666666,904.4,15.073,553,164,1,positive,0
2975,795862441485680640,0 days 00:01:03.666666666,1.05,0.018,30,0,1,positive,1
2976,796357790373675008,0 days 00:00:08.833333333,0.13,0.002,42,206,1,positive,1
2977,796628423829377024,0 days 00:00:18.333333333,0.3,0.005,3830,96,0,neutral,1
2978,796756495182495744,0 days 00:00:02.666666666,0.03,0.001,115,33,0,neutral,1
2979,797005307151056896,0 days 00:00:56.259259259,0.93,0.016,13,172,2,positive,1
2980,797059167299268608,0 days 03:16:03.333333333,196.05,3.268,8856,32,1,positive,0
2981,797112065219592193,0 days 07:32:16.000000000,452.27,7.538,34,29,1,positive,0
2982,797411966952361984,0 days 06:13:17.250000000,373.28,6.221,303,38,3,positive,0
2983,797612805449019392,0 days 15:45:33.666666666,945.55,15.759,796,1,0,neutral,0
2984,797711526975062017,0 days 03:01:12.000000000,181.2,3.02,44,212,0,neutral,0
2985,797800518424940544,0 days 00:00:24.666666666,0.4,0.007,21,39,0,neutral,1
2986,797810774383218695,0 days 01:36:14.333333333,96.23,1.604,481,176,1,positive,0
2987,798156791364272128,0 days 00:15:40.666666666,15.67,0.261,135,47,-1,negative,1
2988,798214797204586496,0 days 00:32:20.733333333,32.33,0.539,20,188,-1,negative,1
2989,798381883402817536,1 days 15:43:17.400000000,2383.28,39.721,382,15,2,positive,0
2990,798470679687532545,0 days 01:12:20.666666666,72.33,1.206,40,45,2,positive,1
2991,798485196718780417,0 days 13:42:10.666666666,822.17,13.703,490,1873,1,positive,0
2992,798866298868535296,0 days 12:46:57.500000000,766.95,12.783,1186,2548,0,neutral,0
2993,798939749650075648,0 days 00:02:13.666666666,2.22,0.037,1,28,0,neutral,1
2994,799549121820495872,0 days 00:00:56.250000000,0.93,0.016,11,675,2,positive,1
2995,799580376448405504,0 days 01:47:13.000000000,107.22,1.787,5631,542,-1,negative,0
2996,799623413795012608,0 days 15:02:35.666666666,902.58,15.043,1358,530,0,neutral,0
2997,799772865407041536,0 days 17:08:51.666666666,1028.85,17.148,1379,723,0,neutral,0
2998,799923693732433920,0 days 02:05:18.142857142,125.3,2.088,43,42,2,positive,0
2999,799974397230645248,0 days 05:33:35.666666666,333.58,5.56,281,2890,2,positive,0
3000,800203749100687360,0 days 04:09:17.166666666,249.28,4.155,14,6387,1,positive,0
3001,800943233266159616,0 days 05:31:47.600000000,331.78,5.53,518,371,0,neutral,0
3002,800943523549876224,0 days 05:24:42.250000000,324.7,5.412,333,1512,0,neutral,0
3003,800955304699691008,0 days 00:05:55.666666666,5.92,0.099,52,0,1,positive,1
3004,800970356576034816,0 days 12:24:59.333333333,744.98,12.416,951,164,0,neutral,0
3005,801009349288042497,0 days 00:02:35.285714285,2.58,0.043,17,19,0,neutral,1
3006,801011527729848320,0 days 15:33:59.666666666,933.98,15.566,92,2653,-1,negative,0
3007,801355626165239809,0 days 09:23:05.750000000,563.08,9.385,1539,1,2,positive,0
3008,801357617935302658,0 days 02:30:05.500000000,150.08,2.501,138328,59,0,neutral,0
3009,801445407159107584,0 days 07:04:05.333333333,424.08,7.068,653,5787,1,positive,0
3010,801643292983259136,0 days 00:15:57.333333333,15.95,0.266,31,30,0,neutral,1
3011,801737726730989568,0 days 01:01:32.000000000,61.53,1.026,15,0,-1,negative,1
3012,802162643888967680,0 days 06:33:52.000000000,393.87,6.564,1036,5,-2,negative,0
3013,802193996705447936,0 days 06:13:46.666666666,373.77,6.229,190,0,0,neutral,0
3014,802460592082653184,0 days 14:10:18.333333333,850.3,14.172,5919,2889,0,neutral,0
3015,802834255361490944,0 days 06:48:16.400000000,408.27,6.804,6760,265,0,neutral,0
3016,802914751328243717,0 days 10:17:57.666666666,617.95,10.299,182,350,-1,negative,0
3017,803468910498455552,0 days 05:33:00.928571428,333.0,5.55,8075,394,1,positive,0
3018,803664178279919616,0 days 00:00:20.571428571,0.33,0.006,66,139,1,positive,1
3019,803899005881221120,0 days 07:53:05.250000000,473.08,7.885,3311,2,2,positive,0
3020,803922690155446272,0 days 06:07:45.250000000,367.75,6.129,1415,6063,2,positive,0
3021,803987355078115329,0 days 07:36:53.750000000,456.88,7.615,1951,3070,0,neutral,0
3022,804291521335988224,0 days 04:48:12.666666666,288.2,4.803,2128,830,0,neutral,0
3023,804318543248498688,0 days 02:15:09.333333333,135.15,2.252,152,49,-2,negative,0
3024,804581618052714496,0 days 09:02:16.200000000,542.27,9.038,1079,227,1,positive,0
3025,804955561863348224,0 days 10:16:38.200000000,616.63,10.277,4482,2867,2,positive,0
3026,804982127406223360,1 days 15:47:08.333333333,2387.13,39.786,781,5,2,positive,0
3027,805487221155491844,0 days 16:47:50.000000000,1007.83,16.797,401,2603,1,positive,0
3028,805708781200048128,0 days 10:09:51.000000000,609.85,10.164,734,420,-2,negative,0
3029,806061292431642625,0 days 20:18:07.333333333,1218.12,20.302,538,127,1,positive,0
3030,806204521919762432,0 days 02:45:57.600000000,165.95,2.766,333,2769,2,positive,0
3031,806712576859983873,0 days 14:28:38.000000000,868.63,14.477,1880,7,1,positive,0
3032,806789974750134276,0 days 05:00:11.500000000,300.18,5.003,3712,1,1,positive,0
3033,806802610049032193,0 days 09:25:39.750000000,565.65,9.428,96,75,3,positive,0
3034,806957807627108352,0 days 09:35:22.500000000,575.37,9.589,225,88,1,positive,0
3035,807202599698997248,0 days 00:00:06.333333333,0.1,0.002,24689,1775,1,positive,1
3036,807296102382862336,0 days 02:17:41.700000000,137.68,2.295,235,7,0,neutral,0
3037,807544915769065473,0 days 00:01:42.750000000,1.7,0.028,239,3467,-2,negative,1
3038,807830660022960128,0 days 06:49:48.000000000,409.8,6.83,11008,996,1,positive,0
3039,808293321613381632,0 days 09:08:36.000000000,548.6,9.143,972,2001,0,neutral,0
3040,808323461194088448,0 days 03:45:27.875000000,225.45,3.757,959,190,0,neutral,0
3041,809066468578988032,0 days 06:44:15.666666666,404.25,6.737,626,1782,0,neutral,0
3042,809224101680349184,0 days 07:34:38.000000000,454.63,7.577,1372,0,0,neutral,0
3043,809359535437737987,0 days 17:47:50.250000000,1067.83,17.797,456,404,0,neutral,0
3044,809722943580340224,0 days 15:41:40.000000000,941.67,15.694,1371,3,1,positive,0
3045,809845889607094272,0 days 07:23:06.454545454,443.1,7.385,165,126,3,positive,0
3046,809988558765326336,0 days 05:46:21.545454545,346.35,5.772,4580,4217,-1,negative,0
3047,810190217747501056,0 days 00:17:05.740740740,17.08,0.285,76,29,3,positive,1
3048,810503375326326784,0 days 00:41:57.600000000,41.95,0.699,2201,3,1,positive,1
3049,810538236414197764,0 days 07:29:04.666666666,449.07,7.484,772,0,0,neutral,0
3050,810878686819860480,0 days 00:00:05.250000000,0.08,0.001,129,14,-1,negative,1
3051,811260393830105088,0 days 09:25:06.200000000,565.1,9.418,3457,2603,1,positive,0
3052,811634572060487680,0 days 00:01:51.500000000,1.85,0.031,914,3590,0,neutral,1
3053,811656466742452224,0 days 08:31:07.333333333,511.12,8.519,16,2,0,neutral,0
3054,811956040283594752,0 days 20:36:27.000000000,1236.45,20.608,775,2695,0,neutral,0
3055,812273754759798785,0 days 06:12:08.000000000,372.13,6.202,2317,1753,0,neutral,0
3056,812351234967379968,0 days 02:08:27.000000000,128.45,2.141,4364,111,0,neutral,0
3057,812457423445299200,0 days 00:00:55.333333333,0.92,0.015,115,37,1,positive,1
3058,812540330314788864,0 days 05:03:26.833333333,303.43,5.057,3209,7,0,neutral,0
3059,812603644105392128,0 days 00:11:07.083333333,11.12,0.185,35,442,0,neutral,1
3060,812653748514275328,0 days 00:06:03.800000000,6.05,0.101,499,52,0,neutral,1
3061,812874389192605696,0 days 17:27:41.750000000,1047.68,17.461,1056,930,-1,negative,0
3062,813085202176163840,0 days 00:05:08.000000000,5.13,0.086,23,45,0,neutral,1
3063,813260809677799428,0 days 04:10:19.833333333,250.32,4.172,587,67,1,positive,0
3064,813397091460517889,0 days 02:59:05.166666666,179.08,2.985,26,276,1,positive,0
3065,813642809815154688,0 days 00:00:44.576923076,0.73,0.012,772,22,13,positive,1
3066,814023417502404608,0 days 16:33:29.666666666,993.48,16.558,371,170,1,positive,0
3067,814043458671284224,0 days 12:54:57.000000000,774.95,12.916,1152,2717,1,positive,0
3068,814353505108525056,0 days 00:01:23.000000000,1.38,0.023,11,154,0,neutral,1
3069,815438920598982656,0 days 00:48:01.125000000,48.02,0.8,383,1,1,positive,1
3070,816316630003159040,0 days 05:56:47.333333333,356.78,5.946,264,205,1,positive,0
3071,816590359681593344,0 days 07:48:41.800000000,468.68,7.811,924,356,4,positive,0
3072,817318121157656577,0 days 05:53:52.777777777,353.87,5.898,671,905,6,positive,0
3073,817688994658091009,0 days 00:01:59.625000000,1.98,0.033,16,33,2,positive,1
3074,817779104498012160,0 days 06:18:26.333333333,378.43,6.307,24962,156,1,positive,0
3075,817781287482261504,0 days 00:00:14.333333333,0.23,0.004,217,211,1,positive,1
3076,818075098552766464,0 days 00:01:22.608695652,1.37,0.023,97,31,11,positive,1
3077,818132633041313792,0 days 00:00:09.555555555,0.15,0.003,7,43,0,neutral,1
3078,818215293394616320,0 days 05:55:09.000000000,355.15,5.919,53,53,2,positive,0
3079,818274652988514305,0 days 15:54:06.333333333,954.1,15.902,13126,1,-2,negative,0
3080,818358825338175488,0 days 09:51:08.400000000,591.13,9.852,1485,3990,-1,negative,0
3081,818422208196284416,0 days 00:05:43.500000000,5.72,0.095,1451,1,1,positive,1
3082,818754781636423680,0 days 12:19:38.000000000,739.63,12.327,123,4610,0,neutral,0
3083,818790490321600514,0 days 00:00:05.000000000,0.08,0.001,7613,3,-2,negative,1
3084,819035057461469184,0 days 05:33:08.111111111,333.13,5.552,78,42,3,positive,0
3085,819064740051898368,0 days 04:23:48.000000000,263.8,4.397,242,1405,0,neutral,0
3086,819184121658429440,0 days 00:01:44.000000000,1.73,0.029,7043,172,0,neutral,1
3087,819548930945925120,0 days 00:13:11.909090909,13.18,0.22,15,29,0,neutral,1
3088,819576172375842817,0 days 01:50:10.000000000,110.17,1.836,1270,2,0,neutral,0
3089,820088550116954112,0 days 06:36:48.000000000,396.8,6.613,601,182,2,positive,0
3090,820223661525389312,0 days 14:26:47.000000000,866.78,14.446,649,907,-1,negative,0
3091,820467016922320897,0 days 09:40:34.600000000,580.57,9.676,135,2145,0,neutral,0
3092,820750130664054784,0 days 00:00:07.818181818,0.12,0.002,3,30,1,positive,1
3093,820882696293457921,0 days 00:57:54.250000000,57.9,0.965,373,1533,1,positive,1
3094,820893965272645632,0 days 00:04:24.545454545,4.4,0.073,5,31,-1,negative,1
3095,821280688456470528,0 days 13:13:00.666666666,793.0,13.217,598,6,1,positive,0
3096,821288656346484736,0 days 00:00:03.750000000,0.05,0.001,27,7,1,positive,1
3097,821611198508580864,0 days 00:03:43.500000000,3.72,0.062,63,44,0,neutral,1
3098,821786734383898624,0 days 14:28:55.666666666,868.92,14.482,286,2717,0,neutral,0
3099,822651316560424961,0 days 09:00:35.500000000,540.58,9.01,783,615,0,neutral,0
3100,822725500745449472,0 days 12:13:03.250000000,733.05,12.217,28441,110,0,neutral,0
3101,823050696572317697,0 days 08:14:24.833333333,494.4,8.24,3682,144,0,neutral,0
3102,823069713584586752,0 days 04:15:25.833333333,255.42,4.257,549,371,0,neutral,0
3103,823098349419118593,0 days 05:34:04.000000000,334.07,5.568,3052,1795,1,positive,0
3104,823180180520845312,0 days 12:43:45.750000000,763.75,12.729,84,0,3,positive,0
3105,823265390834962433,0 days 07:34:02.666666666,454.03,7.567,293,187,-1,negative,0
3106,823464443778650112,0 days 00:59:26.000000000,59.43,0.991,2155,10,-1,negative,1
3107,824567168649945088,0 days 02:41:22.777777777,161.37,2.689,112,729,-1,negative,0
3108,825236573763547136,0 days 15:38:00.666666666,938.0,15.633,552,555,2,positive,0
3109,825248890165223424,0 days 00:02:14.285714285,2.23,0.037,84,1,2,positive,1
3110,825272594756677632,0 days 00:56:47.750000000,56.78,0.946,60,10,0,neutral,1
3111,826099053788327936,0 days 22:56:30.000000000,1376.5,22.942,108446,3,1,positive,0
3112,826386751631609856,0 days 08:18:35.500000000,498.58,8.31,83,11,1,positive,0
