,user_id,avg_time_difference,avg_time_difference_in_min,avg_time_difference_in_hours,followers_count,retweet_count,sentiment_score,sentiment,extreme_user
0,13508182,0 days 16:50:12.000000000,1010.2,16.837,147919,1,3,positive,0
1,14458945,0 days 01:22:35.000000000,82.58,1.376,282,0,4,positive,1
2,16263847,0 days 13:11:17.000000000,791.28,13.188,2613,1147,2,positive,0
3,16804541,0 days 11:39:55.500000000,699.92,11.665,12203,9,1,positive,0
4,16863403,0 days 13:34:30.000000000,814.5,13.575,664,1597,0,neutral,0
5,16967612,0 days 06:18:54.800000000,378.9,6.315,283338,95,2,positive,0
6,17303343,0 days 05:15:51.250000000,315.85,5.264,500,24,-2,negative,0
7,17700997,0 days 00:14:31.000000000,14.52,0.242,657,1,2,positive,1
8,17730421,0 days 00:00:26.500000000,0.43,0.007,5,27,0,neutral,1
9,17732518,0 days 02:27:29.666666666,147.48,2.458,2024,0,-1,negative,0
10,17781689,0 days 04:37:05.800000000,277.08,4.618,2663,125,-2,negative,0
11,17789776,0 days 01:31:34.000000000,91.57,1.526,2469,7,1,positive,0
12,17850606,0 days 06:52:23.333333333,412.38,6.873,348522,359,-1,negative,0
13,18445624,0 days 13:04:33.750000000,784.55,13.076,914,221,0,neutral,0
14,18662449,0 days 03:30:33.000000000,210.55,3.509,2979,563,1,positive,0
15,19060222,0 days 15:17:41.250000000,917.68,15.295,1153,1512,-1,negative,0
16,19905167,0 days 14:58:51.333333333,898.85,14.981,1007,650,1,positive,0
17,20322596,0 days 07:33:29.666666666,453.48,7.558,333,2315,1,positive,0
18,22004240,0 days 00:00:18.333333333,0.3,0.005,468,171,-1,negative,1
19,22066716,0 days 00:15:03.250000000,15.05,0.251,1504,1,-1,negative,1
20,24063332,0 days 09:51:29.666666666,591.48,9.858,163,1372,1,positive,0
21,25663562,0 days 06:27:10.000000000,387.17,6.453,12477,596,3,positive,0
22,26953218,0 days 14:39:41.750000000,879.68,14.661,531,657,-2,negative,0
23,27589316,0 days 00:02:54.636363636,2.9,0.048,100,8,1,positive,1
24,29184298,0 days 11:59:52.333333333,719.87,11.998,1858,821,1,positive,0
25,29411974,0 days 00:13:15.000000000,13.25,0.221,526,1,2,positive,1
26,29932100,0 days 17:41:19.500000000,1061.32,17.689,897,584,0,neutral,0
27,30000954,0 days 01:11:06.000000000,71.1,1.185,13,0,2,positive,1
28,31179161,0 days 00:12:51.333333333,12.85,0.214,1057,3,4,positive,1
29,32981486,0 days 06:26:31.444444444,386.52,6.442,6749,94,-1,negative,0
30,35173325,0 days 11:22:14.666666666,682.23,11.371,249,7,0,neutral,0
31,35421873,0 days 14:34:22.250000000,874.37,14.573,346,378,3,positive,0
32,36295435,0 days 06:22:20.818181818,382.33,6.372,2022,100,-2,negative,0
33,37365555,0 days 00:00:10.500000000,0.17,0.003,96,995,2,positive,1
34,39677454,0 days 16:45:41.333333333,1005.68,16.761,416,622,2,positive,0
35,41330576,0 days 01:10:28.833333333,70.47,1.174,436,21,1,positive,1
36,42395716,0 days 19:48:35.000000000,1188.58,19.81,2208,449,-1,negative,0
37,42406642,0 days 00:06:15.666666666,6.25,0.104,530,7150,-1,negative,1
38,42574187,0 days 02:46:30.000000000,166.5,2.775,63,382,-1,negative,0
39,43168063,0 days 06:24:14.333333333,384.23,6.404,42,14,1,positive,0
40,43898056,0 days 00:00:07.833333333,0.12,0.002,229,372,0,neutral,1
41,44899997,0 days 00:35:59.333333333,35.98,0.6,170,1468,1,positive,1
42,45177874,0 days 08:55:06.333333333,535.1,8.918,1562,345,0,neutral,0
43,45495217,0 days 19:37:35.000000000,1177.58,19.626,2507,1339,-1,negative,0
44,45530625,0 days 00:01:09.400000000,1.15,0.019,54,241,2,positive,1
45,46062566,0 days 10:58:35.666666666,658.58,10.976,95295,17,0,neutral,0
46,46598340,0 days 00:35:56.750000000,35.93,0.599,26,30,-1,negative,1
47,46814773,0 days 01:50:16.941176470,110.27,1.838,2215,3,3,positive,0
48,47083884,0 days 12:30:09.000000000,750.15,12.502,20919,2,0,neutral,0
49,47858151,0 days 20:08:29.333333333,1208.48,20.141,2894,666,1,positive,0
50,48161017,0 days 03:19:10.500000000,199.17,3.319,11,0,3,positive,0
51,48266036,0 days 11:08:28.333333333,668.47,11.141,172,85,0,neutral,0
52,48332805,0 days 07:33:27.750000000,453.45,7.558,157,471,1,positive,0
53,49538291,0 days 06:49:59.142857142,409.98,6.833,664,193,1,positive,0
54,49635684,0 days 20:24:39.000000000,1224.65,20.411,52,1393,0,neutral,0
55,49718698,0 days 08:07:59.400000000,487.98,8.133,2505,595,1,positive,0
56,49759174,0 days 06:22:15.000000000,382.25,6.371,1288,8411,1,positive,0
57,50547877,0 days 15:34:25.333333333,934.42,15.574,2454,0,-1,negative,0
58,52362098,0 days 00:00:04.000000000,0.07,0.001,4862,745,1,positive,1
59,52430331,0 days 04:50:46.666666666,290.77,4.846,2717,1683,2,positive,0
60,53104607,0 days 13:52:03.000000000,832.05,13.867,1383,1,2,positive,0
61,53294309,0 days 01:23:14.000000000,83.23,1.387,10816,276,-1,negative,1
62,54152642,0 days 09:45:32.666666666,585.53,9.759,1340,634,1,positive,0
63,56689422,0 days 13:13:48.500000000,793.8,13.23,7231,11894,1,positive,0
64,56732795,0 days 00:01:10.000000000,1.17,0.019,37,44,4,positive,1
65,57897360,0 days 10:09:08.571428571,609.13,10.152,196,306,-1,negative,0
66,58151012,0 days 06:58:36.666666666,418.6,6.977,202,311,0,neutral,0
67,58161162,0 days 07:57:54.333333333,477.9,7.965,202,1530,3,positive,0
68,58207287,0 days 16:23:18.666666666,983.3,16.388,1625,662,-1,negative,0
69,58243368,0 days 00:00:06.666666666,0.1,0.002,3524135,78,1,positive,1
70,58266725,0 days 12:42:50.750000000,762.83,12.714,129,4372,0,neutral,0
71,58461578,0 days 01:14:07.666666666,74.12,1.235,110,12247,1,positive,1
72,58478987,0 days 16:39:22.333333333,999.37,16.656,111,3686,3,positive,0
73,58859678,0 days 04:40:48.000000000,280.8,4.68,305,12,-1,negative,0
74,59000016,0 days 07:53:45.000000000,473.75,7.896,603,372,0,neutral,0
75,59038851,0 days 16:29:02.333333333,989.03,16.484,413,73,-3,negative,0
76,59073766,0 days 03:27:47.000000000,207.78,3.463,5101,0,-2,negative,0
77,60150360,0 days 22:48:19.666666666,1368.32,22.805,212,8,-2,negative,0
78,61214197,0 days 00:20:39.000000000,20.65,0.344,3954,327,2,positive,1
79,61468541,0 days 17:32:22.000000000,1052.37,17.539,351,128,4,positive,0
80,61714120,0 days 10:23:36.166666666,623.6,10.393,12209,261,3,positive,0
81,62030337,0 days 09:06:34.750000000,546.57,9.109,132,445,-1,negative,0
82,62559515,0 days 15:29:33.600000000,929.55,15.492,74,20,1,positive,0
83,63444145,0 days 07:02:56.000000000,422.93,7.049,76,0,-2,negative,0
84,64072941,0 days 00:10:28.666666666,10.47,0.174,2703,305,0,neutral,1
85,65898527,0 days 23:30:53.333333333,1410.88,23.515,198,325,0,neutral,0
86,66614905,0 days 06:17:24.750000000,377.4,6.29,1327,2919,0,neutral,0
87,66617140,0 days 00:00:15.000000000,0.25,0.004,852,2673,0,neutral,1
88,67296500,0 days 00:05:21.666666666,5.35,0.089,1710,194,0,neutral,1
89,67378160,0 days 08:13:31.555555555,493.52,8.225,1144749,4,2,positive,0
90,68072697,0 days 00:00:37.750000000,0.62,0.01,321,424,0,neutral,1
91,68654461,0 days 00:00:52.600000000,0.87,0.014,717,542,0,neutral,1
92,68750846,0 days 00:34:07.500000000,34.12,0.569,66,2453,0,neutral,1
93,69280119,0 days 09:22:13.200000000,562.22,9.37,325,426,2,positive,0
94,70305463,0 days 00:00:17.000000000,0.28,0.005,155,398,2,positive,1
95,70360790,0 days 00:00:04.750000000,0.07,0.001,5280,10,2,positive,1
96,70617758,0 days 06:12:42.666666666,372.7,6.212,11036,2811,4,positive,0
97,70653093,0 days 04:37:11.666666666,277.18,4.62,379,4440,-1,negative,0
98,70887348,0 days 17:52:33.500000000,1072.55,17.876,359,571,1,positive,0
99,71212868,0 days 00:03:58.000000000,3.97,0.066,681,0,0,neutral,1
100,71477730,0 days 00:00:06.166666666,0.1,0.002,886,138,-2,negative,1
101,71524008,0 days 03:00:19.000000000,180.32,3.005,3205,9,0,neutral,0
102,71729493,0 days 13:18:29.333333333,798.48,13.308,175,0,0,neutral,0
103,71795051,0 days 22:15:48.000000000,1335.8,22.263,174,584,0,neutral,0
104,72163463,0 days 04:54:42.000000000,294.7,4.912,731,97,-2,negative,0
105,72494156,0 days 11:59:14.250000000,719.23,11.987,376,0,4,positive,0
106,72932202,0 days 23:54:11.666666666,1434.18,23.903,1600,2,0,neutral,0
107,73816312,0 days 08:36:12.428571428,516.2,8.603,6912,399,4,positive,0
108,74195090,0 days 05:16:27.250000000,316.45,5.274,216,10,1,positive,0
109,74810575,0 days 05:27:23.625000000,327.38,5.456,5178,729,2,positive,0
110,75194226,0 days 04:09:36.333333333,249.6,4.16,168,763,3,positive,0
111,75203957,0 days 19:41:19.333333333,1181.32,19.689,7154,2,0,neutral,0
112,75508697,0 days 00:06:42.000000000,6.7,0.112,4129,612,-1,negative,1
113,75740173,0 days 06:05:26.200000000,365.43,6.091,6396,16,0,neutral,0
114,75784489,0 days 00:36:44.750000000,36.73,0.612,224,1259,0,neutral,1
115,75955795,0 days 16:18:47.000000000,978.78,16.313,379,0,0,neutral,0
116,76259150,0 days 12:38:27.000000000,758.45,12.641,592,873,3,positive,0
117,76659617,0 days 08:58:07.125000000,538.12,8.969,343,353,1,positive,0
118,76890214,0 days 20:12:53.000000000,1212.88,20.215,556,2673,0,neutral,0
119,77194235,0 days 00:00:14.400000000,0.23,0.004,379,35,1,positive,1
120,77913591,0 days 09:52:05.000000000,592.08,9.868,13409,0,0,neutral,0
121,78221762,0 days 00:49:24.750000000,49.4,0.823,3190,2,4,positive,1
122,79092887,0 days 06:42:21.666666666,402.35,6.706,610,12509,0,neutral,0
123,79669205,0 days 00:02:40.666666666,2.67,0.044,228,248,-1,negative,1
124,79947136,0 days 10:42:59.800000000,642.98,10.716,14684,2200,2,positive,0
125,80521819,0 days 00:01:16.250000000,1.27,0.021,79,17,0,neutral,1
126,80560050,0 days 02:02:30.333333333,122.5,2.042,945,764,4,positive,0
127,80762751,0 days 05:54:58.444444444,354.97,5.916,2549,351,2,positive,0
128,81260165,0 days 00:00:04.666666666,0.07,0.001,956,2,0,neutral,1
129,81360205,0 days 04:00:58.500000000,240.97,4.016,1527,52,1,positive,0
130,81504801,0 days 06:59:18.666666666,419.3,6.988,495,1262,-2,negative,0
131,81593109,0 days 00:07:46.600000000,7.77,0.129,22,32,0,neutral,1
132,81801381,0 days 00:00:02.333333333,0.03,0.001,2427,47,0,neutral,1
133,82310025,0 days 03:21:12.375000000,201.2,3.353,902,362,8,positive,0
134,83528306,0 days 00:00:04.250000000,0.07,0.001,2416,116,1,positive,1
135,84010913,0 days 13:41:50.333333333,821.83,13.697,2897,930,1,positive,0
136,84349944,0 days 10:52:30.000000000,652.5,10.875,976,485,1,positive,0
137,85321362,0 days 03:17:26.000000000,197.43,3.291,936,205,2,positive,0
138,85561059,0 days 00:51:16.000000000,51.27,0.854,566,83,0,neutral,1
139,85784829,0 days 00:04:28.800000000,4.47,0.074,119,0,0,neutral,1
140,85849138,0 days 17:54:30.250000000,1074.5,17.908,771,39,2,positive,0
141,86317465,0 days 09:43:40.000000000,583.67,9.728,1023,801,0,neutral,0
142,86334383,0 days 12:54:53.000000000,774.88,12.915,866,1521,2,positive,0
143,86559191,0 days 04:56:37.333333333,296.62,4.944,1078,97,3,positive,0
144,86679111,0 days 00:00:02.875000000,0.03,0.001,16,14,1,positive,1
145,88198510,0 days 20:29:28.666666666,1229.47,20.491,1856,325,1,positive,0
146,88341381,0 days 09:37:35.000000000,577.58,9.626,577,1858,-1,negative,0
147,88687662,0 days 08:11:46.666666666,491.77,8.196,135,301,1,positive,0
148,88714562,0 days 19:08:00.750000000,1148.0,19.133,317,755,3,positive,0
149,88717644,0 days 00:55:52.250000000,55.87,0.931,616,4,0,neutral,1
150,89679352,0 days 19:30:30.666666666,1170.5,19.508,697,622,1,positive,0
151,89717271,0 days 04:19:42.600000000,259.7,4.328,1264,78,-1,negative,0
152,89732309,0 days 03:31:11.000000000,211.18,3.52,416113,2,0,neutral,0
153,89953149,0 days 05:52:54.000000000,352.9,5.882,1230,4,0,neutral,0
154,90005200,0 days 07:33:14.571428571,453.23,7.554,6177,327,2,positive,0
155,90136965,0 days 03:55:42.800000000,235.7,3.928,587,359,0,neutral,0
156,90358752,0 days 10:30:23.000000000,630.38,10.506,2329,103,2,positive,0
157,90908329,0 days 17:28:17.333333333,1048.28,17.471,426,44,2,positive,0
158,91078689,0 days 09:27:11.600000000,567.18,9.453,153,2744,-1,negative,0
159,91165222,0 days 03:51:56.500000000,231.93,3.866,1082,30,1,positive,0
160,91190296,0 days 09:04:35.333333333,544.58,9.076,78,203,3,positive,0
161,91223700,0 days 03:29:09.000000000,209.15,3.486,421,177,1,positive,0
162,91627522,0 days 00:32:43.000000000,32.72,0.545,718,2090,1,positive,1
163,92967826,0 days 14:04:22.000000000,844.37,14.073,1359,458,-1,negative,0
164,93617861,0 days 07:33:47.000000000,453.78,7.563,1116,198,1,positive,0
165,93643538,0 days 05:17:55.071428571,317.92,5.299,1374,993,3,positive,0
166,94050688,0 days 14:25:57.250000000,865.95,14.432,2918,2653,1,positive,0
167,94127928,0 days 00:02:49.333333333,2.82,0.047,162,2,2,positive,1
168,94135334,0 days 02:57:07.285714285,177.12,2.952,312,1,0,neutral,0
169,94979487,0 days 12:34:56.333333333,754.93,12.582,7455,811,1,positive,0
170,95573623,0 days 08:37:47.333333333,517.78,8.63,433,1742,2,positive,0
171,95665244,0 days 03:38:54.000000000,218.9,3.648,1902,17,-1,negative,0
172,96136452,0 days 20:38:33.000000000,1238.55,20.642,9988,11,1,positive,0
173,96198294,0 days 15:17:36.250000000,917.6,15.293,115,4,-2,negative,0
174,96444573,1 days 09:39:40.400000000,2019.67,33.661,1745,617,1,positive,0
175,96653752,0 days 15:02:52.333333333,902.87,15.048,1010,2696,1,positive,0
176,98191005,0 days 10:44:32.666666666,644.53,10.742,75,61,0,neutral,0
177,98667396,0 days 00:16:11.000000000,16.18,0.27,37038,6,2,positive,1
178,99246194,0 days 06:59:31.000000000,419.52,6.992,46,507,0,neutral,0
179,99433765,0 days 01:36:04.333333333,96.07,1.601,162,373,0,neutral,0
180,99444016,0 days 15:37:23.000000000,937.38,15.623,1497,8,1,positive,0
181,100032305,0 days 04:42:30.000000000,282.5,4.708,272,253,0,neutral,0
182,100222626,0 days 07:14:24.000000000,434.4,7.24,1824,150,1,positive,0
183,100411404,0 days 01:06:32.666666666,66.53,1.109,1418,290,0,neutral,1
184,100473900,0 days 03:35:26.571428571,215.43,3.591,369,587,-1,negative,0
185,100496083,0 days 05:51:38.400000000,351.63,5.861,71,337,3,positive,0
186,100697747,0 days 00:35:24.666666666,35.4,0.59,201,42,-1,negative,1
187,100722503,0 days 00:00:04.666666666,0.07,0.001,181,55,2,positive,1
188,100724318,0 days 00:01:54.000000000,1.9,0.032,57,696,0,neutral,1
189,100748048,0 days 04:01:45.800000000,241.75,4.029,482,815,-1,negative,0
190,100960520,0 days 04:10:25.857142857,250.42,4.174,2549,322,2,positive,0
191,101164760,0 days 18:36:17.750000000,1116.28,18.605,46606,257,4,positive,0
192,101188435,0 days 06:11:33.750000000,371.55,6.192,1791,221,1,positive,0
193,101510048,0 days 00:40:21.390804597,40.35,0.672,236,211,7,positive,1
194,102066456,0 days 06:49:27.750000000,409.45,6.824,546,1,1,positive,0
195,102347221,0 days 00:00:09.666666666,0.15,0.003,558,1,3,positive,1
196,102351183,0 days 00:00:09.500000000,0.15,0.003,120,9,0,neutral,1
197,102428232,0 days 06:14:31.600000000,374.52,6.242,379,89,-1,negative,0
198,102442110,0 days 15:19:44.000000000,919.73,15.329,1348,937,2,positive,0
199,102597954,0 days 18:37:32.666666666,1117.53,18.626,102,485,1,positive,0
200,102617805,0 days 01:04:48.333333333,64.8,1.08,682,231,1,positive,1
201,102896687,0 days 00:00:07.285714285,0.12,0.002,19,6,0,neutral,1
202,102944946,0 days 20:40:57.000000000,1240.95,20.683,659,5751,0,neutral,0
203,102959351,0 days 00:00:34.000000000,0.57,0.009,27,0,0,neutral,1
204,103064870,0 days 15:13:19.250000000,913.32,15.222,3978,930,0,neutral,0
205,103277292,0 days 17:41:08.666666666,1061.13,17.686,304,339,1,positive,0
206,103725303,0 days 16:40:05.000000000,1000.08,16.668,112,1484,0,neutral,0
207,104092221,0 days 08:02:50.800000000,482.83,8.047,3264,774,-2,negative,0
208,104854548,0 days 06:51:45.500000000,411.75,6.862,1048,2036,-1,negative,0
209,105058868,0 days 12:36:35.166666666,756.58,12.61,2090,490,0,neutral,0
210,106118817,0 days 20:19:22.333333333,1219.37,20.323,215,63,1,positive,0
211,106289857,0 days 00:00:09.333333333,0.15,0.003,450,96,-1,negative,1
212,106358160,0 days 04:12:22.900000000,252.37,4.206,466,2713,1,positive,0
213,106421790,0 days 13:47:21.000000000,827.35,13.789,167,0,1,positive,0
214,106554275,0 days 06:05:36.333333333,365.6,6.093,6608,1,0,neutral,0
215,106660123,0 days 13:52:46.750000000,832.77,13.879,1325,3088,1,positive,0
216,107111674,0 days 16:29:22.666666666,989.37,16.489,97,666,-1,negative,0
217,107463991,0 days 03:07:38.555555555,187.63,3.127,61,0,3,positive,0
218,107601171,0 days 14:21:25.800000000,861.42,14.357,659,4940,1,positive,0
219,107957937,0 days 00:00:48.500000000,0.8,0.013,596,0,1,positive,1
220,108549279,0 days 02:18:57.800000000,138.95,2.316,445,0,1,positive,0
221,109223790,0 days 07:37:09.333333333,457.15,7.619,434,1943,1,positive,0
222,109832194,0 days 00:05:37.666666666,5.62,0.094,334,25,-6,negative,1
223,109887110,0 days 00:00:10.333333333,0.17,0.003,49,649,1,positive,1
224,109930762,0 days 08:35:33.666666666,515.55,8.592,428522,1503,2,positive,0
225,110366878,0 days 07:11:03.333333333,431.05,7.184,167,1017,1,positive,0
226,111240347,0 days 00:00:10.571428571,0.17,0.003,551,982,-2,negative,1
227,111240477,0 days 13:28:07.333333333,808.12,13.469,12065,181,0,neutral,0
228,111281931,0 days 16:13:40.666666666,973.67,16.228,13369,2418,-1,negative,0
229,111302851,0 days 00:00:16.333333333,0.27,0.004,115,0,0,neutral,1
230,111366788,0 days 05:06:22.071428571,306.37,5.106,2252,7359,0,neutral,0
231,111564456,0 days 00:16:39.800000000,16.65,0.278,200,0,2,positive,1
232,111680876,0 days 12:44:22.000000000,764.37,12.739,2248,121,-1,negative,0
233,112056815,0 days 00:00:05.285714285,0.08,0.001,1,66,1,positive,1
234,112492891,0 days 19:01:58.000000000,1141.97,19.033,2098,46,1,positive,0
235,112493934,0 days 00:00:03.000000000,0.05,0.001,3045,243,1,positive,1
236,112625028,0 days 18:49:32.333333333,1129.53,18.826,1033,244,3,positive,0
237,112918596,0 days 16:39:15.666666666,999.25,16.654,2878,1,1,positive,0
238,113030546,0 days 00:00:11.750000000,0.18,0.003,82,437,3,positive,1
239,113328441,0 days 04:20:23.333333333,260.38,4.34,16437,877,-2,negative,0
240,113413114,0 days 03:40:45.000000000,220.75,3.679,1076,673,1,positive,0
241,113604992,0 days 19:53:40.250000000,1193.67,19.894,292,6,2,positive,0
242,113667654,0 days 00:43:23.166666666,43.38,0.723,15,1,-3,negative,1
243,113772249,0 days 00:32:18.750000000,32.3,0.538,319,20,0,neutral,1
244,115592224,0 days 00:00:30.666666666,0.5,0.008,611,7017,2,positive,1
245,115605557,0 days 10:17:24.000000000,617.4,10.29,998,1004,2,positive,0
246,115936278,0 days 12:54:04.000000000,774.07,12.901,973,573,-1,negative,0
247,116205621,0 days 09:43:30.200000000,583.5,9.725,19,7200,-1,negative,0
248,116235648,0 days 09:55:39.333333333,595.65,9.928,255,471,2,positive,0
249,117023664,0 days 09:09:17.333333333,549.28,9.155,308,905,0,neutral,0
250,117078972,0 days 00:00:09.000000000,0.15,0.003,88,0,0,neutral,1
251,117302418,0 days 08:20:28.666666666,500.47,8.341,4651,3,1,positive,0
252,117303458,0 days 05:31:06.000000000,331.1,5.518,104,35,4,positive,0
253,117504311,0 days 15:41:56.666666666,941.93,15.699,374,45,-1,negative,0
254,117742957,0 days 12:18:00.666666666,738.0,12.3,277,4510,-3,negative,0
255,117974424,0 days 00:04:53.000000000,4.88,0.081,758,2,-2,negative,1
256,118039775,0 days 10:17:50.000000000,617.83,10.297,5988,431,1,positive,0
257,118332747,0 days 07:55:34.500000000,475.57,7.926,1836,54,-2,negative,0
258,118354791,0 days 07:31:26.666666666,451.43,7.524,2392,542,0,neutral,0
259,118750408,0 days 00:00:04.000000000,0.07,0.001,131,88,0,neutral,1
260,118770384,0 days 00:00:45.666666666,0.75,0.013,73,7,0,neutral,1
261,118936754,0 days 16:24:43.333333333,984.72,16.412,994,638,0,neutral,0
262,119037126,0 days 01:31:56.000000000,91.93,1.532,3081,80,2,positive,0
263,119647673,0 days 04:29:35.600000000,269.58,4.493,35,34,0,neutral,0
264,119710203,0 days 07:01:20.000000000,421.33,7.022,11340,127,0,neutral,0
265,121496210,0 days 15:43:10.250000000,943.17,15.719,1088,638,0,neutral,0
266,122372164,0 days 00:00:12.666666666,0.2,0.003,655,14,-1,negative,1
267,122689522,0 days 08:03:48.500000000,483.8,8.063,2618,2048,0,neutral,0
268,122942378,0 days 03:41:45.600000000,221.75,3.696,37,0,0,neutral,0
269,123171317,0 days 15:40:36.666666666,940.6,15.677,991609,0,1,positive,0
270,123616067,1 days 00:22:14.000000000,1462.23,24.371,1638,37,0,neutral,0
271,123880069,0 days 05:56:31.571428571,356.52,5.942,3731,312,-3,negative,0
272,124115301,0 days 05:19:39.000000000,319.65,5.327,1558,368,1,positive,0
273,124433151,0 days 00:00:16.333333333,0.27,0.004,39,624,1,positive,1
274,124792472,0 days 03:29:05.833333333,209.08,3.485,162,112,0,neutral,0
275,124820492,0 days 05:36:56.666666666,336.93,5.616,943,2955,0,neutral,0
276,125028804,0 days 15:56:07.200000000,956.12,15.935,1791,48,2,positive,0
277,125310332,0 days 03:21:11.875000000,201.18,3.353,42,19,0,neutral,0
278,125444335,0 days 05:59:47.000000000,359.78,5.996,2310,362,0,neutral,0
279,125672370,0 days 07:38:15.000000000,458.25,7.638,7450,63,0,neutral,0
280,125699199,0 days 10:12:37.000000000,612.62,10.21,1559,1,-3,negative,0
281,126535197,0 days 08:02:52.333333333,482.87,8.048,70,710,0,neutral,0
282,127146354,0 days 11:46:15.500000000,706.25,11.771,331,6789,-2,negative,0
283,127463744,0 days 07:51:56.285714285,471.93,7.866,1046,769,2,positive,0
284,127970893,0 days 13:18:59.750000000,798.98,13.316,223,39,3,positive,0
285,128192050,0 days 06:22:22.500000000,382.37,6.373,8388,5,0,neutral,0
286,128224504,0 days 03:39:56.846153846,219.93,3.666,3055,206,0,neutral,0
287,128804515,0 days 02:07:15.454545454,127.25,2.121,8731,26,3,positive,0
288,129078849,0 days 18:00:41.000000000,1080.68,18.011,546,270,2,positive,0
289,129127581,0 days 05:47:03.000000000,347.05,5.784,611,636,1,positive,0
290,129512290,0 days 00:00:26.625000000,0.43,0.007,29,0,-6,negative,1
291,130377372,0 days 12:46:54.333333333,766.9,12.782,13111,2,0,neutral,0
292,130815307,0 days 05:40:41.750000000,340.68,5.678,296,706,1,positive,0
293,130933286,0 days 02:07:01.400000000,127.02,2.117,611,26,2,positive,0
294,131182756,0 days 10:11:26.750000000,611.43,10.191,867,20,2,positive,0
295,131446387,0 days 10:21:30.000000000,621.5,10.358,1039,43,0,neutral,0
296,131756673,0 days 02:55:00.800000000,175.0,2.917,77,878,2,positive,0
297,132499082,0 days 07:32:00.333333333,452.0,7.533,6420,121,0,neutral,0
298,133129819,0 days 17:34:07.000000000,1054.12,17.569,4616,2084,1,positive,0
299,133204399,0 days 03:34:31.200000000,214.52,3.575,4557,414,-1,negative,0
300,133210461,0 days 00:04:08.750000000,4.13,0.069,1520,2,1,positive,1
301,133360239,0 days 00:08:41.461538461,8.68,0.145,18,67,1,positive,1
302,134044319,0 days 05:12:06.333333333,312.1,5.202,739,2012,0,neutral,0
303,134133703,0 days 05:04:07.000000000,304.12,5.069,613,2091,0,neutral,0
304,134228568,0 days 00:00:44.346153846,0.73,0.012,22,86,-1,negative,1
305,134389926,0 days 07:35:07.000000000,455.12,7.585,1520,329,2,positive,0
306,134455655,0 days 00:05:17.000000000,5.28,0.088,101414,26,0,neutral,1
307,134763833,0 days 00:00:06.100000000,0.1,0.002,34,12,0,neutral,1
308,135281715,0 days 15:55:56.000000000,955.93,15.932,61,10,-1,negative,0
309,135500157,2 days 07:40:33.000000000,3340.55,55.676,50,6,2,positive,0
310,135683437,0 days 00:39:03.600000000,39.05,0.651,1563,20,0,neutral,1
311,135779293,0 days 03:27:55.000000000,207.92,3.465,399,1,0,neutral,0
312,135875280,0 days 09:01:18.571428571,541.3,9.022,2982,105,1,positive,0
313,136166720,0 days 12:13:16.500000000,733.27,12.221,71419,42,-1,negative,0
314,136563570,0 days 00:01:14.500000000,1.23,0.021,20,4076,1,positive,1
315,136583338,0 days 06:47:46.454545454,407.77,6.796,158,2805,1,positive,0
316,136646907,0 days 14:11:41.333333333,851.68,14.195,5292,47,0,neutral,0
317,136667297,0 days 07:57:21.000000000,477.35,7.956,139,158,0,neutral,0
318,136969185,0 days 01:52:43.333333333,112.72,1.879,354,1,1,positive,0
319,137647552,0 days 05:46:06.000000000,346.1,5.768,26,121,0,neutral,0
320,138425862,0 days 11:51:59.000000000,711.98,11.866,570,60,-1,negative,0
321,138447135,0 days 00:00:21.250000000,0.35,0.006,337,8,0,neutral,1
322,138684859,0 days 01:14:55.000000000,74.92,1.249,647,38,1,positive,1
323,139013542,0 days 02:45:34.500000000,165.57,2.759,147,82,1,positive,0
324,139295741,0 days 01:22:24.166666666,82.4,1.373,937,270,2,positive,1
325,139384983,0 days 07:14:28.444444444,434.47,7.241,2283,166,0,neutral,0
326,140463914,0 days 00:00:17.000000000,0.28,0.005,1495,53,0,neutral,1
327,140680084,0 days 11:45:13.000000000,705.22,11.754,590,1737,1,positive,0
328,141078335,0 days 00:00:20.666666666,0.33,0.006,12,0,2,positive,1
329,141117921,0 days 04:32:28.500000000,272.47,4.541,72892,190,2,positive,0
330,141153890,0 days 09:03:31.833333333,543.52,9.059,8976,657,3,positive,0
331,141286066,0 days 17:48:37.666666666,1068.62,17.81,145,0,0,neutral,0
332,141296578,0 days 00:00:17.500000000,0.28,0.005,138,22,-1,negative,1
333,141433537,0 days 02:07:54.500000000,127.9,2.132,2234,623,1,positive,0
334,141520729,0 days 14:44:12.333333333,884.2,14.737,169,3866,-2,negative,0
335,141529344,0 days 01:06:04.833333333,66.07,1.101,34,131,-5,negative,1
336,141531140,0 days 16:12:49.666666666,972.82,16.214,767,373,-1,negative,0
337,141595702,0 days 06:59:13.750000000,419.22,6.987,2345,399,2,positive,0
338,141598526,0 days 04:16:03.857142857,256.05,4.268,581,8,1,positive,0
339,141619952,0 days 10:33:55.750000000,633.92,10.565,91,197,1,positive,0
340,142321213,0 days 00:26:01.666666666,26.02,0.434,4447,830,-1,negative,1
341,142379064,0 days 13:42:08.333333333,822.13,13.702,23111,1544,2,positive,0
342,142673844,0 days 03:53:25.666666666,233.42,3.89,57,2077,3,positive,0
343,142807461,0 days 00:05:22.000000000,5.37,0.089,24,2,0,neutral,1
344,142962707,0 days 05:31:05.000000000,331.08,5.518,5641,53,2,positive,0
345,143048739,0 days 00:00:05.666666666,0.08,0.001,2119,8,0,neutral,1
